品牌,车型,上牌时间,行驶里程,颜色,城市,车况,是否营运,成交价格,成交时间
大众,2013款 朗逸 改款经典 1.6L 手动风尚版,2014年4月1日,13.9,黑色,石家庄,50D,非营运,1.07,7月29日
大众,2013款 朗逸 改款经典 1.6L 自动舒适版,2014年4月1日,9.5,白色,南京,65B,非营运,2.02,12月1日
大众,2013款 朗逸 改款 1.4TSI DSG舒适版,2014年4月1日,14.9,灰色,郑州,65B,非营运,2.21,11月29日
大众,2013款 朗逸 改款 1.4TSI DSG舒适版,2014年4月1日,6.8,灰色,渭南,65B,非营运,2.47,7月23日
大众,2013款 朗逸 改款经典 1.6L 自动风尚版,2014年4月1日,5.7,黑色,孝感,65B,非营运,1.91,7月29日
大众,2013款 朗逸 改款经典 1.6L 手动风尚版,2014年3月1日,34.8,灰色,南京,65B,非营运,0.61,12月16日
大众,2013款 朗逸 改款 1.4TSI DSG豪华版,2014年3月1日,10.8,黑色,郑州,65B,非营运,2.38,12月12日
大众,2013款 朗逸 改款经典 1.6L 自动风尚版,2014年3月1日,13.5,白色,杭州,65B,非营运,2.21,8月4日
大众,2013款 朗逸 改款经典 1.6L 自动风尚版,2014年3月1日,12.8,白色,青岛,65B,非营运,2.16,9月21日
大众,2013款 朗逸 改款经典 1.6L 自动风尚版,2014年1月1日,8.6,白色,西安,65B,非营运,2.04,8月29日
大众,2013款 朗逸 改款经典 1.6L 手动舒适版,2014年1月1日,10.1,黑色,北京,50B,非营运,1.1,11月5日
大众,2013款 朗逸 改款经典 1.6L 手动舒适版,2014年1月1日,10.1,黑色,北京,50B,非营运,1.08,11月4日
大众,2013款 朗逸 改款 1.4TSI DSG舒适版,2014年1月1日,10.3,灰色,西安,65B,非营运,2.36,12月20日
大众,2013款 朗逸 改款 1.4TSI DSG舒适版,2014年1月1日,10.8,黑色,保定,65B,非营运,1.78,8月20日
大众,2013款 朗逸 改款经典 1.6L 手动舒适版,2014年1月1日,19.8,黑色,泰安,65D,非营运,1.15,10月12日
大众,2013款 朗逸 改款经典 1.6L 自动风尚版,2014年1月1日,6.8,白色,杭州,65D,非营运,1.13,9月7日
大众,2013款 朗逸 改款 1.4TSI DSG豪华版,2014年1月1日,15.8,黑色,郑州,50D,非营运,1.72,11月6日
大众,2013款 朗逸 改款 1.4TSI DSG豪华版,2014年1月1日,37.6,白色,北京,35D,非营运,1.69,9月1日
大众,2013款 朗逸 改款 1.4TSI 手动豪华版,2014年1月1日,27.6,灰色,北京,50B,非营运,1.43,12月3日
大众,2013款 朗逸 改款经典 1.6L 手动风尚版,2014年1月1日,15.2,黑色,北京,50B,非营运,1.38,10月16日
大众,2013款 朗逸 改款经典 1.6L 手动风尚版,2014年1月1日,9.0,黑色,长沙,65B,非营运,1.14,8月22日
大众,2013款 朗逸 1.6L 自动舒适版,2013年12月1日,9.9,红色,济南,65B,非营运,1.59,9月27日
大众,2013款 朗逸 1.4TSI DSG豪华版,2013年11月1日,9.9,黄色,杭州,65B,非营运,1.41,10月9日
大众,2013款 朗逸 改款经典 1.6L 手动舒适版,2013年10月1日,8.2,黑色,保定,50C,非营运,1.19,8月4日
大众,2013款 朗逸 改款经典 1.6L 自动舒适版,2013年10月1日,12.1,白色,北京,65D,非营运,2.38,11月20日
大众,2013款 朗逸 经典 1.6L 手动风尚版,2013年10月1日,17.9,黑色,长沙,65B,非营运,0.54,8月26日
大众,2013款 朗逸 改款 1.4TSI DSG舒适版,2013年10月1日,10.3,其他,北京,50D,非营运,1.78,7月29日
大众,2013款 朗逸 改款经典 1.6L 自动风尚版,2013年10月1日,6.3,黑色,北京,65B,非营运,1.94,11月12日
大众,2013款 朗逸 改款 1.4TSI DSG舒适版,2013年9月1日,20.4,黑色,福州,65B,非营运,1.05,9月13日
大众,2013款 朗逸 改款经典 1.6L 自动舒适版,2013年9月1日,9.1,黑色,驻马店,65D,非营运,1.4,10月3日
大众,2013款 朗逸 改款经典 1.6L 自动舒适版,2013年9月1日,6.1,灰色,北京,65B,非营运,2.41,9月6日
大众,2013款 朗逸 改款 1.4TSI DSG舒适版,2013年9月1日,12.3,白色,郑州,65B,非营运,1.6,7月16日
大众,2013款 朗逸 1.4TSI 手动舒适版,2013年8月1日,14.2,白色,北京,50D,非营运,1.29,9月24日
大众,2013款 朗逸 改款经典 1.6L 自动舒适版,2013年8月1日,14.4,白色,邯郸,65D,非营运,1.56,11月29日
大众,2013款 朗逸 改款经典 1.6L 手动舒适版,2013年8月1日,9.6,灰色,郑州,65B,非营运,1.08,12月16日
大众,2013款 朗逸 改款经典 1.6L 自动舒适版,2013年8月1日,20.3,白色,唐山,65B,非营运,1.64,10月9日
大众,2013款 朗逸 改款经典 1.6L 手动风尚版,2013年8月1日,14.5,黑色,保定,50D,非营运,1.0,9月1日
大众,2013款 朗逸 改款经典 1.6L 手动风尚版,2013年8月1日,12.4,黑色,保定,65D,非营运,1.14,10月20日
大众,2013款 朗逸 改款经典 1.6L 自动舒适版,2013年8月1日,13.2,白色,郑州,65D,非营运,1.74,7月24日
大众,2013款 朗逸 改款经典 1.6L 自动舒适版,2013年7月1日,11.3,灰色,长沙,50D,非营运,1.53,8月29日
大众,2013款 朗逸 改款 1.4TSI 手动舒适版,2013年6月1日,14.0,黑色,杭州,50B,非营运,1.38,10月25日
大众,2013款 朗逸 改款经典 1.6L 自动舒适版,2013年6月1日,13.4,黑色,唐山,65D,非营运,1.1,8月5日
大众,2013款 朗逸 1.4TSI DSG舒适版,2013年5月1日,23.4,黑色,长沙,50D,非营运,1.14,12月11日
大众,2013款 朗逸 1.4TSI DSG舒适版,2013年5月1日,23.6,红色,重庆,65D,非营运,1.3,11月26日
大众,2013款 朗逸 1.4TSI DSG舒适版,2013年5月1日,14.4,白色,北京,65D,非营运,2.23,7月31日
大众,2013款 朗逸 1.6L 自动品悠版,2013年4月1日,7.5,黑色,东莞,65B,非营运,1.73,7月22日
大众,2008款 朗逸 1.6L 自动品悠版,2013年4月1日,11.6,黑色,武汉,65B,非营运,1.07,7月17日
大众,2013款 朗逸 1.4TSI 手动舒适版,2013年2月1日,14.7,黑色,邢台,65B,非营运,1.3,9月5日
大众,2013款 朗逸 1.4TSI DSG舒适版,2013年2月1日,15.1,黑色,西安,65B,非营运,1.47,10月14日
大众,2013款 朗逸 1.6L 自动舒适版,2013年1月1日,13.4,灰色,银川,65B,非营运,1.72,8月2日
大众,2013款 朗逸 1.6L 自动风尚版,2013年1月1日,14.4,灰色,扬州,65B,非营运,1.55,10月24日
大众,2013款 朗逸 1.6L 自动豪华版,2012年12月1日,22.7,灰色,石家庄,65D,非营运,0.93,11月21日
大众,2013款 朗逸 1.6L 自动舒适版,2012年12月1日,21.7,黑色,北京,50D,非营运,1.53,8月18日
大众,2013款 朗逸 1.6L 手动舒适版,2012年12月1日,17.0,灰色,成都,65B,非营运,0.68,11月7日
大众,2013款 朗逸 1.6L 自动舒适版,2012年12月1日,17.2,灰色,西安,65D,非营运,1.24,10月24日
大众,2013款 朗逸 1.6L 自动风尚版,2012年12月1日,17.4,黑色,郑州,50D,非营运,1.1,11月4日
大众,2011款 朗逸 1.6L 手动品雅版,2012年12月1日,15.3,白色,北京,50D,非营运,1.03,10月18日
大众,2011款 朗逸 1.6L 手动品雅版,2012年12月1日,15.3,白色,北京,50D,非营运,0.98,10月17日
大众,2013款 朗逸 1.6L 自动舒适版,2012年11月1日,12.9,灰色,平顶山,65B,非营运,1.8,8月1日
大众,2011款 朗逸 1.6L 自动品雅版,2012年11月1日,15.7,黑色,武汉,65B,非营运,1.16,11月26日
大众,2011款 朗逸 1.6L 手动品悠版,2012年11月1日,10.5,灰色,武汉,65D,非营运,0.65,8月27日
大众,2013款 朗逸 1.6L 手动舒适版,2012年10月1日,19.0,灰色,唐山,65D,非营运,1.07,11月13日
大众,2013款 朗逸 1.4TSI DSG舒适版,2012年10月1日,8.0,黑色,保定,50D,非营运,5.1,9月15日
大众,2011款 朗逸 1.6L 手动品悠版,2012年10月1日,6.4,灰色,天津,65B,非营运,1.38,12月10日
大众,2013款 朗逸 1.6L 自动舒适版,2012年9月1日,9.0,银色,濮阳,65B,非营运,1.49,11月27日
大众,2011款 朗逸 1.4TSI DSG品雅版,2012年9月1日,10.5,黑色,邢台,65B,非营运,1.39,11月26日
大众,2011款 朗逸 1.4TSI DSG品雅版,2012年7月1日,16.9,灰色,沈阳,65B,非营运,1.33,9月29日
大众,2011款 朗逸 1.4TSI DSG品雅版,2012年7月1日,15.1,黄色,北京,50B,非营运,1.28,7月15日
大众,2011款 朗逸 1.4TSI DSG品雅版,2012年7月1日,14.7,白色,北京,50D,非营运,1.49,11月12日
大众,2011款 朗逸 1.6L 自动品雅版,2012年7月1日,11.8,灰色,北京,35D,非营运,1.49,8月5日
大众,2011款 朗逸 1.6L 自动品雅版,2012年5月1日,14.9,灰色,北京,50D,非营运,1.77,8月26日
大众,2011款 朗逸 1.6L 自动品悠版,2012年4月1日,10.1,灰色,北京,50B,非营运,1.53,11月13日
大众,2011款 朗逸 1.4TSI DSG品雅版,2012年1月1日,28.1,灰色,西安,65B,非营运,1.13,12月9日
大众,2011款 朗逸 1.6L 自动品雅版,2011年12月1日,14.6,黑色,保定,50D,非营运,0.7,12月5日
大众,2011款 朗逸 1.6L 手动品悠版,2011年10月1日,11.0,灰色,郑州,50D,非营运,0.61,10月7日
大众,2011款 朗逸 1.6L 自动品悠版,2011年9月1日,18.1,灰色,杭州,50C,非营运,0.58,8月23日
大众,2011款 朗逸 1.6L 自动品雅版,2011年7月1日,11.9,灰色,北京,50B,非营运,1.3,12月6日
大众,2011款 朗逸 1.6L 自动品雅版,2011年3月1日,13.5,灰色,北京,65D,非营运,1.09,11月6日
大众,2011款 朗逸 1.6L 手动品雅版,2011年3月1日,42.8,黑色,郑州,65D,非营运,0.57,7月23日
大众,2011款 朗逸 1.6L 自动品雅版,2011年3月1日,5.0,黄色,北京,65B,非营运,1.3,12月16日
大众,2011款 朗逸 1.6L 自动品雅版,2011年3月1日,12.6,灰色,天津,50D,非营运,1.18,12月16日
大众,2011款 朗逸 1.6L 自动品雅版,2010年12月1日,12.7,灰色,北京,50D,非营运,0.94,11月13日
大众,2011款 朗逸 1.6L 自动品雅版,2010年10月1日,14.3,黑色,保定,50D,非营运,1.25,12月19日
大众,2011款 朗逸 1.4TSI DSG品雅版,2010年10月1日,10.8,黄色,成都,65B,非营运,0.85,12月22日
大众,2011款 朗逸 1.6L 手动品悠版,2010年9月1日,5.3,黑色,北京,35D,非营运,0.77,12月18日
大众,2011款 朗逸 1.6L 自动品雅版,2010年7月1日,21.1,黑色,北京,35D,非营运,0.92,11月22日
大众,2008款 朗逸 1.6L 自动品雅版,2010年4月1日,14.0,灰色,成都,65D,非营运,0.55,11月29日
本田,2022款 凌派 1.5L 锐·豪华版,2023年11月1日,8.0,白色,郑州,65D,非营运,6.08,10月30日
本田,2022款 凌派 1.5L 锐·豪华版,2023年11月1日,6.6,白色,郑州,65D,非营运,6.28,10月30日
本田,2022款 凌派 180Turbo CVT豪华版,2022年11月1日,3.0,白色,郑州,80B,非营运,5.97,12月19日
本田,2022款 凌派 180Turbo CVT幻夜版,2022年11月1日,23.0,黑色,北京,50D,非营运,3.06,7月23日
本田,2022款 凌派 180Turbo CVT幻夜版,2022年11月1日,23.0,黑色,北京,50D,非营运,3.15,7月22日
本田,2022款 凌派 1.5L 锐·豪华版,2022年10月1日,10.6,白色,北京,50D,非营运,3.7,10月9日
本田,2022款 凌派 180Turbo CVT豪华版,2022年7月1日,3.3,黑色,东莞,80B,非营运,5.21,10月29日
本田,2022款 凌派 1.5L 锐·旗舰版,2022年1月1日,2.7,紫色,天津,65B,非营运,6.47,9月29日
本田,2022款 凌派 1.5L 锐·旗舰版,2022年1月1日,2.7,紫色,天津,65B,非营运,7.13,9月25日
本田,2022款 凌派 180Turbo CVT 幻夜版,2022年1月1日,4.1,白色,洛阳,80B,非营运,5.46,10月8日
本田,2019款 凌派 180Turbo CVT 豪华版 国VI,2021年8月1日,6.2,白色,长沙,65B,非营运,4.22,10月24日
本田,2019款 凌派 180Turbo CVT 舒适版 国VI,2021年4月1日,3.1,白色,郑州,65B,非营运,4.13,7月26日
本田,2019款 凌派 180Turbo CVT 豪华版 国VI,2021年1月1日,5.2,黑色,杭州,65B,非营运,4.02,9月23日
本田,2019款 凌派 180Turbo CVT 豪华版 国VI,2021年1月1日,17.3,白色,攀枝花,65B,非营运,3.37,7月11日
本田,2019款 凌派 180Turbo CVT豪华版 国VI,2020年12月1日,8.8,蓝色,杭州,65D,非营运,2.44,8月6日
本田,2019款 凌派 180Turbo CVT舒适版 国VI,2020年12月1日,6.6,白色,贵阳,65D,非营运,2.95,12月8日
本田,2019款 凌派 180Turbo CVT豪华版 国V,2020年10月1日,3.4,白色,银川,80B,非营运,4.11,8月15日
本田,2019款 凌派 180Turbo CVT豪华版 国VI,2020年9月1日,18.6,白色,郑州,65B,非营运,2.94,9月18日
本田,2019款 凌派 180Turbo CVT舒适版 国VI,2020年8月1日,15.6,白色,杭州,65D,非营运,2.23,8月18日
本田,2019款 凌派 180Turbo CVT舒适版 国VI,2020年6月1日,36.6,黑色,北京,35D,非营运,2.45,11月5日
本田,2019款 凌派 180Turbo CVT豪华版 国VI,2020年1月1日,6.2,白色,成都,65B,非营运,4.15,10月21日
本田,2019款 凌派 180Turbo CVT豪华版 国VI,2020年1月1日,22.6,白色,北京,50B,非营运,2.61,10月20日
本田,2019款 凌派 180Turbo CVT豪华版 国VI,2020年1月1日,22.6,白色,北京,50B,非营运,2.81,9月26日
本田,2019款 凌派 180Turbo CVT豪华版 国VI,2019年12月1日,4.7,白色,保定,65B,非营运,3.68,10月6日
本田,2019款 凌派 180Turbo CVT舒适版,2019年12月1日,7.4,白色,长沙,65D,非营运,2.52,8月22日
本田,2019款 凌派 180Turbo CVT豪华版 国VI,2019年12月1日,9.2,白色,北京,50D,非营运,1.92,9月5日
本田,2019款 凌派 180Turbo CVT豪华版 国VI,2019年12月1日,9.2,白色,北京,50D,非营运,2.12,9月2日
本田,2019款 凌派 180Turbo CVT豪华版 国VI,2019年9月1日,4.5,黑色,长沙,65B,非营运,3.45,12月2日
本田,2019款 凌派 180Turbo CVT领先版 国VI,2019年9月1日,5.3,白色,嘉兴,65D,非营运,3.06,9月23日
本田,2019款 凌派 180Turbo CVT舒适版 国VI,2019年8月1日,6.7,白色,郑州,65D,非营运,2.81,9月15日
本田,2019款 凌派 180Turbo CVT豪华版 国VI,2019年8月1日,11.6,白色,南充,65B,非营运,3.42,10月13日
本田,2019款 凌派 180Turbo CVT豪华版 国VI,2019年7月1日,5.9,白色,郑州,65D,非营运,3.05,10月18日
本田,2019款 凌派 180Turbo CVT领先版 国V,2019年2月1日,6.2,黑色,保定,65D,非营运,2.99,7月30日
本田,2019款 凌派 180Turbo CVT舒适版,2019年1月1日,5.4,白色,广州,65C,非营运,2.42,11月7日
本田,2019款 凌派 180Turbo CVT领先版 国V,2019年1月1日,8.6,黑色,驻马店,65B,非营运,3.48,12月2日
本田,2019款 凌派 180Turbo CVT舒适版,2019年1月1日,6.1,蓝色,北京,35D,非营运,3.03,8月16日
本田,2019款 凌派 180Turbo CVT旗舰版 国V,2019年1月1日,10.8,其他,商丘,65C,非营运,2.83,10月20日
本田,2019款 凌派 180Turbo CVT旗舰版 国V,2019年1月1日,10.8,黑色,商丘,65B,非营运,3.31,10月9日
本田,2019款 凌派 180Turbo CVT旗舰版 国V,2019年1月1日,10.8,黑色,商丘,65B,非营运,3.41,9月30日
本田,2019款 凌派 180Turbo CVT豪华版 国V,2018年12月1日,5.9,蓝色,西安,65B,非营运,3.32,12月4日
本田,2016款 凌派 1.8L CVT豪华版,2018年7月1日,11.8,黑色,洛阳,65D,非营运,2.75,12月12日
本田,2016款 凌派 1.8L CVT领先版,2018年1月1日,31.2,白色,北京,65D,预约出租转非,2.09,12月16日
本田,2016款 凌派 1.8L CVT领先版,2018年1月1日,31.2,白色,北京,65D,预约出租转非,2.09,12月10日
本田,2016款 凌派 1.8L 手动舒适版,2017年12月1日,8.5,白色,北京,50B,非营运,3.23,12月1日
本田,2016款 凌派 1.8L CVT豪华版,2017年11月1日,5.0,白色,重庆,65B,非营运,3.86,9月15日
本田,2016款 凌派 1.8L CVT豪华版,2017年9月1日,7.2,白色,安庆,65B,非营运,3.75,8月13日
本田,2016款 凌派 1.8L CVT舒适版,2017年8月1日,15.3,白色,武汉,65B,非营运,3.25,10月16日
本田,2016款 凌派 1.8L CVT豪华版,2017年8月1日,12.2,黑色,北京,35D,非营运,1.88,8月27日
本田,2016款 凌派 1.8L CVT豪华版,2017年3月1日,12.7,白色,北京,50D,非营运,2.39,9月10日
本田,2016款 凌派 1.8L CVT豪华版,2016年10月1日,10.4,白色,沈阳,65B,非营运,3.64,10月21日
本田,2016款 凌派 1.8L CVT舒适版,2016年7月1日,19.5,白色,银川,65D,非营运,1.71,7月17日
本田,2016款 凌派 1.8L CVT舒适版,2016年5月1日,10.3,黄色,贵阳,65B,非营运,3.17,7月22日
本田,2016款 凌派 1.8L CVT领先版,2016年5月1日,32.0,白色,北京,50D,非营运,2.41,10月16日
本田,2016款 凌派 1.8L CVT豪华版,2016年5月1日,9.3,黑色,武汉,65B,非营运,3.52,11月27日
本田,2016款 凌派 1.8L 手动豪华版,2016年2月1日,7.2,白色,长沙,65B,非营运,2.39,9月9日
本田,2015款 凌派 1.8L 自动舒适版,2015年10月1日,23.1,白色,沈阳,65C,非营运,2.0,12月2日
本田,2015款 凌派 1.8L 自动豪华版,2015年8月1日,15.0,白色,沈阳,65C,非营运,1.93,7月26日
本田,2015款 凌派 1.8L 自动豪华版,2015年8月1日,17.6,白色,长沙,65C,非营运,2.54,10月16日
本田,2015款 凌派 1.8L 手动豪华版,2015年4月1日,10.3,黑色,杭州,65C,非营运,1.97,11月25日
本田,2015款 凌派 1.8L 自动舒适版,2015年3月1日,13.9,黑色,平顶山,65D,非营运,2.73,8月8日
本田,2015款 凌派 1.8L 自动豪华版,2015年1月1日,24.4,黑色,周口,65D,非营运,1.76,8月3日
本田,2013款 凌派 1.8L 手动舒适版,2015年1月1日,14.0,红色,成都,65B,非营运,1.72,8月6日
本田,2013款 凌派 1.8L 自动豪华版,2015年1月1日,12.0,白色,西安,65D,非营运,2.59,12月20日
本田,2013款 凌派 1.8L 自动豪华版,2014年9月1日,13.8,白色,唐山,50D,非营运,2.58,9月24日
本田,2013款 凌派 1.8L 自动豪华版,2014年7月1日,6.5,黄色,南京,65B,非营运,2.68,12月1日
本田,2013款 凌派 1.8L 自动豪华版,2014年6月1日,17.1,黑色,北京,50D,非营运,2.12,10月14日
本田,2013款 凌派 1.8L 自动旗舰版,2014年5月1日,12.0,白色,邯郸,65D,非营运,2.01,7月10日
本田,2013款 凌派 1.8L 自动舒适版,2014年4月1日,11.3,灰色,郑州,65B,非营运,2.62,9月6日
本田,2013款 凌派 1.8L 自动旗舰版,2013年12月1日,9.2,棕色,北京,35D,非营运,2.18,8月21日
本田,2013款 凌派 1.8L 自动舒适版,2013年11月1日,11.3,白色,湘潭,65D,非营运,2.06,7月28日
丰田,2022款 汉兰达 2.0T 380T 四驱尊贵版 7座,2022年12月1日,0.6,黑色,保定,80B,非营运,19.32,12月10日
丰田,2022款 汉兰达 2.0T 380T 四驱尊贵版 7座,2022年12月1日,0.6,黑色,保定,80B,非营运,20.0,12月5日
丰田,2022款 汉兰达 双擎 2.5L 四驱尊贵版 7座,2022年12月1日,10.3,黑色,郑州,65B,非营运,18.13,8月8日
丰田,2022款 汉兰达 双擎 2.5L 四驱尊贵版 7座,2022年6月1日,3.8,黑色,渭南,80B,非营运,22.77,8月4日
丰田,2022款 汉兰达 双擎 2.5L 四驱至尊版 7座,2022年1月1日,2.9,黑色,北京,65B,非营运,23.21,10月16日
丰田,2022款 汉兰达 双擎 2.5L 四驱至尊版 7座,2021年9月1日,8.7,白色,临夏回族自治州,65C,非营运,17.34,10月29日
丰田,2021款 汉兰达 2.0T 四驱豪华版 7座,2021年4月1日,5.1,黑色,郑州,65C,非营运,13.0,9月9日
丰田,2021款 汉兰达 2.0T 四驱豪华版 7座,2021年4月1日,5.1,黑色,郑州,65B,非营运,13.63,6月30日
丰田,2018款 汉兰达 2.0T 两驱精英版 5座 国VI,2021年1月1日,4.5,白色,保定,65D,非营运,16.12,6月30日
丰田,2018款 汉兰达 2.0T 四驱豪华版 7座 国VI,2020年9月1日,7.1,黑色,郑州,65B,非营运,14.86,6月30日
丰田,2018款 汉兰达 2.0T 四驱尊贵版 7座 国VI,2020年8月1日,14.7,黑色,成都,65B,非营运,13.5,6月30日
丰田,2018款 汉兰达 2.0T 两驱豪华版 7座 国VI,2020年7月1日,6.8,黑色,杭州,65B,非营运,11.4,6月30日
丰田,2018款 汉兰达 2.0T 四驱精英版 7座 国VI,2020年5月1日,8.4,黑色,庆阳,65B,非营运,11.88,6月30日
丰田,2018款 汉兰达 2.0T 四驱豪华版 7座 国VI,2019年12月1日,5.4,白色,西安,65B,非营运,16.58,6月30日
丰田,2018款 汉兰达 2.0T 四驱豪华版 7座 国V,2019年9月1日,9.1,白色,武汉,65B,非营运,14.34,9月24日
丰田,2018款 汉兰达 2.0T 四驱至尊版 7座 国VI,2019年8月1日,14.1,黑色,安阳,65B,非营运,13.03,12月4日
丰田,2018款 汉兰达 2.0T 四驱至尊版 7座 国VI,2019年8月1日,5.3,灰色,南京,65B,非营运,14.43,10月12日
丰田,2018款 汉兰达 2.0T 四驱豪华版 7座 国V,2018年12月1日,10.4,黑色,北京,35D,非营运,12.83,9月13日
丰田,2018款 汉兰达 2.0T 四驱至尊版 7座 国V,2018年10月1日,20.7,黑色,信阳,65B,非营运,12.05,8月27日
丰田,2018款 汉兰达 2.0T 四驱精英版 7座 国V,2018年6月1日,11.5,黑色,信阳,65B,非营运,10.65,11月24日
丰田,2018款 汉兰达 2.0T 四驱精英版 7座 国V,2018年5月1日,10.2,黑色,北京,65B,非营运,10.76,8月7日
丰田,2017款 汉兰达 2.0T 四驱至尊版 7座,2018年2月1日,17.7,白色,北京,65B,非营运,10.14,10月10日
丰田,2017款 汉兰达 2.0T 四驱豪华版 7座,2017年9月1日,6.2,白色,郑州,65B,非营运,9.6,8月6日
丰田,2017款 汉兰达 2.0T 四驱至尊版 7座,2017年8月1日,12.7,黑色,北京,35D,非营运,7.8,8月9日
丰田,2015款 汉兰达 2.0T 四驱豪华版 7座,2017年5月1日,18.9,黑色,北京,65B,非营运,8.92,8月30日
丰田,2015款 汉兰达 2.0T 四驱豪华版 7座,2017年4月1日,14.3,白色,郑州,65B,非营运,9.85,12月23日
丰田,2015款 汉兰达 2.0T 四驱豪华版 7座,2017年3月1日,14.9,白色,北京,65B,非营运,10.58,9月24日
丰田,2015款 汉兰达 2.0T 四驱豪华版 7座,2017年3月1日,19.2,白色,北京,65B,非营运,9.47,10月12日
丰田,2015款 汉兰达 2.0T 四驱精英版 7座,2017年2月1日,27.5,黑色,郑州,50B,非营运,8.2,8月27日
丰田,2015款 汉兰达 2.0T 四驱豪华版 7座,2017年1月1日,8.4,白色,眉山,65B,非营运,8.5,8月18日
丰田,2015款 汉兰达 2.0T 四驱豪华版 7座,2017年1月1日,8.4,白色,眉山,65B,非营运,9.28,8月15日
丰田,2015款 汉兰达 2.0T 四驱豪华版 7座,2017年1月1日,8.4,白色,眉山,65B,非营运,9.01,8月13日
丰田,2015款 汉兰达 2.0T 四驱豪华版 7座,2016年11月1日,8.5,白色,三明,65B,非营运,10.36,7月24日
丰田,2015款 汉兰达 2.0T 四驱豪华版 7座,2016年7月1日,13.2,红色,北京,65D,非营运,8.42,10月19日
丰田,2015款 汉兰达 2.0T 四驱精英版 7座,2016年4月1日,12.5,黑色,台州,65B,非营运,7.8,8月7日
丰田,2015款 汉兰达 2.0T 四驱精英版 7座,2016年4月1日,12.5,黑色,台州,65B,非营运,8.18,8月2日
丰田,2015款 汉兰达 2.0T 四驱豪华版 7座,2016年3月1日,11.1,白色,北京,65B,非营运,9.62,10月30日
丰田,2015款 汉兰达 2.0T 四驱豪华版 7座,2016年3月1日,19.3,白色,西宁,65D,非营运,9.35,11月21日
丰田,2015款 汉兰达 2.0T 四驱至尊版 7座,2016年3月1日,15.4,白色,北京,65B,非营运,9.62,10月31日
丰田,2015款 汉兰达 2.0T 四驱豪华版 7座,2015年12月1日,20.5,白色,北京,50D,非营运,6.46,10月15日
丰田,2015款 汉兰达 2.0T 四驱精英版 7座,2015年10月1日,11.9,黑色,北京,50B,非营运,8.24,9月11日
丰田,2015款 汉兰达 2.0T 四驱豪华版 7座,2015年9月1日,29.8,白色,西安,65B,非营运,7.8,7月19日
丰田,2015款 汉兰达 2.0T 四驱豪华版 7座,2015年9月1日,20.2,白色,北京,50B,非营运,8.37,9月18日
丰田,2015款 汉兰达 2.0T 四驱至尊版 7座,2015年9月1日,6.2,黑色,北京,65D,非营运,7.84,9月2日
丰田,2015款 汉兰达 2.0T 四驱至尊版 7座,2015年9月1日,19.5,白色,南京,65B,非营运,8.63,12月1日
丰田,2015款 汉兰达 2.0T 四驱豪华版 7座,2015年5月1日,11.9,黑色,天津,65D,非营运,7.69,12月16日
丰田,2012款 汉兰达 2.7L 两驱7座豪华版,2015年2月1日,22.4,黑色,北京,50B,非营运,5.41,12月23日
丰田,2012款 汉兰达 2.7L 两驱7座豪华版,2015年2月1日,17.0,白色,济南,65B,非营运,6.75,9月3日
丰田,2012款 汉兰达 2.7L 两驱7座豪华版,2015年1月1日,12.3,白色,南京,65B,非营运,7.0,9月12日
丰田,2012款 汉兰达 2.7L 两驱7座豪华版,2014年9月1日,9.7,黑色,洛阳,50D,非营运,2.86,12月5日
丰田,2012款 汉兰达 2.7L 两驱7座至尊版,2014年11月1日,9.9,白色,北京,50B,非营运,6.34,10月12日
丰田,2012款 汉兰达 2.7L 两驱7座至尊版,2014年12月1日,12.5,黑色,北京,50B,非营运,6.03,9月17日
丰田,2012款 汉兰达 2.7L 两驱5座精英版,2014年7月1日,14.7,黑色,郑州,65B,非营运,3.67,12月23日
丰田,2012款 汉兰达 2.7L 两驱5座精英版,2014年7月1日,16.2,黑色,保定,65B,非营运,3.52,8月8日
丰田,2012款 汉兰达 2.7L 两驱5座精英版,2014年7月1日,16.2,黑色,保定,65B,非营运,3.62,8月4日
丰田,2012款 汉兰达 2.7L 两驱5座精英版,2014年7月1日,20.9,黑色,成都,65B,非营运,3.75,12月18日
丰田,2012款 汉兰达 2.7L 两驱7座豪华版,2014年7月1日,10.5,黑色,北京,65C,非营运,5.39,9月6日
丰田,2012款 汉兰达 2.7L 两驱7座豪华版,2014年4月1日,11.3,黑色,北京,50B,非营运,5.11,7月22日
丰田,2012款 汉兰达 2.7L 两驱5座精英版,2014年2月1日,27.2,白色,北京,35D,非营运,3.35,8月19日
丰田,2012款 汉兰达 2.7L 两驱7座豪华版,2014年1月1日,17.3,黑色,北京,50C,非营运,4.31,10月18日
丰田,2012款 汉兰达 2.7L 两驱7座精英版,2014年1月1日,29.6,黑色,济宁,65B,非营运,3.83,10月5日
丰田,2012款 汉兰达 2.7L 两驱5座运动版,2013年10月1日,21.7,白色,北京,50B,非营运,4.44,7月27日
丰田,2012款 汉兰达 2.7L 两驱7座豪华版,2013年9月1日,16.7,黑色,驻马店,65B,非营运,4.66,10月9日
丰田,2012款 汉兰达 2.7L 两驱7座豪华版,2013年7月1日,35.1,黑色,重庆,65B,非营运,4.24,10月9日
丰田,2012款 汉兰达 2.7L 两驱5座精英版,2013年7月1日,31.0,黑色,石家庄,65D,非营运,2.94,11月7日
丰田,2012款 汉兰达 2.7L 两驱7座精英版,2013年6月1日,14.5,白色,北京,65B,非营运,5.02,7月26日
